customer_id,name,email,address,phone_number,registration_date,status,product,quantity,price,order_date,shipping_date,payment_method,order_status,last_login,latitude,longitude,transaction_id,ip_address,user_agent
212,Jennifer Thompson,marissa52@example.com,"93034 Vanessa Loop
Brittneymouth, TX 82812",4312436007,2024-02-01,inactive,sign,2,17.83,2022-07-17,2024-12-19,PayPal,Cancelled,2023-12-09 17:57:42.697772,-48.821859,157.934570,94c403b9-bac1-4c34-a42f-a0df891adee5,146.188.21.176,Opera/8.74.(Windows 95; fi-FI) Presto/2.9.183 Version/12.00
213,Travis Sullivan,hjackson@example.com,"093 Drake Garden
Allenview, MP 36289",3029758404,2022-12-24,active,image,5,25.22,2023-10-22,2024-12-17,PayPal,Processing,2024-09-04 05:57:28.623600,6.644029,156.255793,edaf2f98-b12f-4b08-bbc5-d67b6f1e50be,134.64.12.156,Opera/9.65.(X11; Linux i686; tl-PH) Presto/2.9.169 Version/11.00
214,Melissa Wilson,pjohns@example.org,"PSC 0209, Box 9602
APO AP 69637",001-234-593-7232,2021-07-31,inactive,myself,5,69.92,2023-08-11,2024-12-10,PayPal,Processing,2024-01-05 21:28:55.416724,46.650607,1.445305,64654de7-0d70-4882-affa-d983b832d196,164.125.85.235,Opera/8.60.(Windows CE; es-HN) Presto/2.9.175 Version/10.00
215,Bruce Rich,rallen@example.com,"82909 Tyler Cliffs
Jeffreyburgh, NE 80325",941-263-1855x79632,2020-08-20,pending,administration,9,64.07,2024-01-25,2024-12-05,Bank Transfer,Processing,2024-10-12 06:42:45.676414,-62.6655205,-172.847168,3ab59010-003f-4223-b885-4655c1031a98,36.218.23.86,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0)
216,Vincent Hall,bmitchell@example.org,"1122 Caitlin Ports
East Saraberg, MS 21036",252-676-0789,2022-10-20,pending,writer,1,11.91,2023-02-13,2024-11-28,Bank Transfer,Processing,2024-07-16 23:52:31.519180,-52.346668,154.962881,0b0bb9fb-a172-4938-b0aa-664bbd2a1b0a,12.250.129.121,Opera/8.58.(X11; Linux i686; ta-IN) Presto/2.9.183 Version/10.00
217,Amy Small,mlowe@example.net,"921 Tyler Rapid Suite 903
New Johnland, ME 68173",+1-316-785-7577x1644,2024-09-09,pending,source,4,33.4,2023-11-15,2024-12-01,PayPal,Cancelled,2024-02-24 14:15:49.848793,-80.385398,51.867121,90760bb3-e171-4e65-94db-23c9fb5316cc,210.99.229.51,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.1)
218,Ashlee Ochoa,garymejia@example.com,"821 Brown Groves Apt. 944
New Dustinberg, ID 24489",001-984-842-1491,2024-01-16,active,total,9,31.01,2023-08-26,2024-12-10,Credit Card,Processing,2024-06-09 21:35:17.740589,35.228636,14.179971,bb59dcc1-440a-4d08-b799-9346ad6b3668,118.32.210.221,Opera/8.39.(Windows 98; es-DO) Presto/2.9.160 Version/10.00
219,Michelle Beltran,santostheodore@example.com,"USNV Wright
FPO AA 72104",+1-241-997-3673x6083,2022-11-16,pending,strong,7,86.46,2023-02-06,2024-11-25,Bank Transfer,Cancelled,2024-09-14 16:06:56.545886,0.881752,-104.036654,d29dcba5-e608-486a-a88d-d06608be4a76,102.127.1.222,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/44.0.896.0 Mobile/75Y713 Safari/535.0"
220,Michelle Mitchell,adkinsjulie@example.org,"41634 Thompson Square Suite 723
Brandtberg, FM 38657",472.681.6473,2021-03-18,inactive,win,8,97.37,2024-01-25,2024-12-19,Bank Transfer,Cancelled,2024-09-14 01:15:32.214484,-22.129653,-33.006795,b2111efc-ae18-4c1b-8136-34ac58c15236,103.165.199.150,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7396-01-27 06:30:29.453094 Firefox/13.0
221,Raymond Orozco,davidgarcia@example.net,"45969 Joann Mountains Apt. 530
Dianaville, CO 23250",+1-284-795-3204,2020-04-19,inactive,southern,3,62.47,2023-01-28,2024-12-11,Bank Transfer,Delivered,2024-02-05 15:02:51.273180,67.021120,-163.368973,b5a48f3a-f0e5-41e9-8607-c3d718118b31,154.174.3.103,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_6 rv:3.0; wal-ET) AppleWebKit/534.31.1 (KHTML, like Gecko) Version/5.0.3 Safari/534.31.1"
222,Richard Cole,alyssa55@example.org,"244 Kathryn Harbor
Shanetown, SD 83895",001-747-840-2201,2020-06-04,pending,skin,5,17.16,2022-06-10,2024-11-24,Credit Card,Shipped,2024-01-07 13:25:50.213188,35.7886875,-105.903563,aead52f3-12df-4028-b16c-4a6906011406,78.90.121.222,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.0)
223,Colin Martinez,yoconnor@example.org,"55302 Michael Glen Suite 533
South Lori, ME 27596",309.600.1467x12824,2023-06-04,inactive,enjoy,7,21.61,2023-10-09,2024-12-01,PayPal,Cancelled,2024-06-16 06:07:58.621205,43.061332,141.437388,6ee220ff-93aa-424b-a9eb-a11c95221446,75.172.140.167,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/533.37.3 (KHTML, like Gecko) Version/4.1 Safari/533.37.3"
224,Brandi Pham,tfarley@example.org,"993 Davis Track Suite 813
Jeffreyfurt, FL 50439",(950)416-7950,2020-12-16,pending,professor,6,95.02,2023-06-29,2024-12-10,Credit Card,Delivered,2024-08-30 14:01:21.040780,-9.6550165,-127.625042,45ea5b53-0c85-4c59-b96c-9aa0a3b9ad8b,169.7.30.159,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0)
225,Shannon Turner,walkerbernard@example.com,"3175 Rachel Drive
Josemouth, TN 65594",8046248962,2022-11-03,inactive,fact,9,86.14,2023-08-18,2024-12-05,Credit Card,Shipped,2024-03-04 03:52:43.544351,35.4351835,-132.367349,46973a1e-8c05-4c32-bb41-4e192404f571,56.33.8.46,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/17.0.849.0 Safari/535.0"
226,Terri Curtis,reginawright@example.net,"24929 Nicole Stravenue Suite 013
Adrianchester, FM 45670",836.713.5820x01760,2020-06-24,active,future,1,57.2,2022-07-11,2024-12-05,PayPal,Processing,2023-11-28 10:47:48.021825,-87.198851,-10.228445,5228f618-9996-44a8-89aa-8d3e8022bb08,129.220.253.92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2 rv:3.0; eo-US) AppleWebKit/534.46.5 (KHTML, like Gecko) Version/4.0 Safari/534.46.5"
227,Trevor Jackson,feliciataylor@example.net,"61143 Rachel Forge Suite 371
Williambury, CT 73569",480.560.6042x04536,2020-12-06,pending,arrive,5,89.19,2023-06-28,2024-12-15,Bank Transfer,Cancelled,2024-10-05 15:36:20.756211,-61.0002885,-54.249691,9f4c1df6-0a58-4b08-9d97-b18d39d7d084,3.247.38.78,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.0)
228,Jason Andrews,ericprince@example.org,"688 Martinez Court Apt. 041
Lake Todd, AK 46865",961.248.3772x73551,2020-10-15,active,common,6,52.47,2022-11-25,2024-12-02,Bank Transfer,Delivered,2024-10-24 18:12:08.378702,77.5958945,12.640645,317eeaa2-292b-4340-940c-ae9bd59be085,118.84.161.212,Mozilla/5.0 (Android 3.0; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0
229,Valerie Bennett,sierrawilliams@example.org,"93630 Elizabeth Parks Suite 603
Katieborough, WA 00750",(593)413-6190x113,2023-01-31,active,provide,4,98.51,2023-06-28,2024-12-02,Bank Transfer,Cancelled,2023-12-30 10:55:57.502232,34.383113,114.290981,1427f6c4-8089-4c20-8f4c-9400b3ee4c90,108.204.152.147,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/22.0.871.0 Mobile/93E714 Safari/533.2"
230,James Schwartz,jacksonchelsea@example.org,"64726 Alexander Mountains Suite 343
Sullivanberg, NH 07176",610-675-8628,2024-02-12,inactive,body,4,80.84,2023-05-27,2024-12-01,PayPal,Cancelled,2024-01-14 02:25:12.747137,83.855017,-2.531585,17cfeca2-d992-4da2-9b66-02a5f37ba9ad,207.32.176.232,Opera/9.96.(X11; Linux x86_64; eu-FR) Presto/2.9.188 Version/10.00
231,Jennifer Fuentes,bthomas@example.com,"86321 Stokes Ford
North Jameshaven, NC 74716",417.714.5354,2021-01-11,inactive,shoulder,6,77.0,2023-02-04,2024-11-22,Credit Card,Processing,2024-07-06 07:06:56.482148,-81.7630865,-23.501098,1d729ee6-4023-4ab1-ab79-434020cdefcd,207.175.249.24,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.0)
232,Xavier Parks,michelle29@example.com,"1155 Bennett Place
East Brittany, MI 94799",(398)647-2299,2022-12-23,pending,teach,9,56.55,2022-11-30,2024-12-18,Credit Card,Processing,2023-12-12 02:28:45.354018,46.1203675,134.462960,b80540b3-d453-42bb-b14b-d9c56168dff7,20.159.60.182,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/13.0.880.0 Safari/532.1"
233,Victoria Murray,nicholas63@example.com,"PSC 5504, Box 1924
APO AE 06367",+1-371-359-0129x76425,2021-12-29,active,pattern,1,45.91,2023-02-03,2024-11-27,PayPal,Shipped,2024-11-21 03:54:23.442679,49.5277125,50.815603,f7375be5-3924-4c4f-8644-7df9f80fba24,80.182.173.169,Opera/8.89.(X11; Linux i686; fil-PH) Presto/2.9.184 Version/12.00
234,Rebecca Lewis,jonesapril@example.org,"23266 Garrett Gateway
North Susantown, CO 53424",+1-756-730-3048,2023-03-29,pending,town,2,13.7,2022-12-15,2024-12-08,Credit Card,Shipped,2024-04-18 12:06:32.815114,-63.812420,-3.473752,8a2872a7-88a6-4f7c-9ebd-80c9a3c1fa87,88.79.88.180,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/16.0.838.0 Safari/532.2"
235,Jessica Knight,aaronwilliams@example.org,"3612 Barnes Radial
Port Kimberly, NJ 55038",001-766-789-2075x7795,2023-12-15,pending,later,8,36.17,2024-07-29,2024-12-07,Bank Transfer,Cancelled,2023-12-15 19:09:57.274511,76.996845,-118.082087,86fed22e-ee75-4d36-bf57-6e6384ef64ca,124.157.60.193,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1)
236,Jennifer Miller,woodssamantha@example.com,"493 Michael Roads
Johnsonshire, IN 50245",759.561.8179x337,2022-12-05,pending,pull,9,79.91,2021-11-24,2024-12-09,PayPal,Processing,2024-03-08 04:54:30.238068,10.698790,-125.034483,58520fe6-3e31-4905-bf08-39382c23e72e,200.233.250.84,Mozilla/5.0 (Windows 98; sat-IN; rv:1.9.1.20) Gecko/3495-04-07 03:21:32.755074 Firefox/3.6.6
237,Emily Thomas,efrench@example.net,"15977 Gary Crossroad
Mcbridefort, GU 74092",952.459.6492x53182,2024-02-23,pending,project,4,47.71,2024-03-25,2024-12-19,Bank Transfer,Cancelled,2024-10-12 17:07:06.220370,11.140037,116.333644,dd18fdc5-ced5-4b88-9b9f-1b1fce482ce3,115.253.49.104,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7544-09-16 05:33:21.351257 Firefox/3.6.11
238,Whitney Madden,ahall@example.org,"6067 Adam Crescent
Lake Dawn, NJ 98324",(505)729-9051x125,2023-06-03,inactive,test,5,75.27,2022-06-06,2024-12-13,Bank Transfer,Delivered,2024-08-11 01:41:32.779354,-78.187758,-20.233403,ff68221d-f506-4d6a-801c-1d16170b26e8,46.127.133.73,Mozilla/5.0 (Android 4.4.2; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0
239,Brenda Elliott,jacksondavid@example.com,"7693 Kristen Mountain Suite 712
Port Randy, HI 09458",295-637-6789x014,2020-01-05,pending,appear,7,89.83,2024-11-02,2024-12-20,Credit Card,Processing,2024-02-29 21:57:23.660324,28.0149175,-19.635432,8e25a6ce-dc4a-4095-8d2d-e1336b39deb1,48.188.110.34,"Mozilla/5.0 (iPad; CPU iPad OS 17_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/35.0.813.0 Mobile/90I132 Safari/534.0"
240,Kelly Cline,david65@example.org,"2178 Daniel Views
North Travis, NV 77741",001-345-415-8466,2023-09-28,pending,management,9,54.19,2022-07-09,2024-12-10,PayPal,Processing,2024-03-09 13:58:14.304788,-18.5336535,-122.585559,513c5fbf-27de-4dcf-977b-9eb1295654e6,62.219.108.246,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/53.0.801.0 Mobile/60Y663 Safari/532.0"
241,Juan Brown,mschroeder@example.net,"0257 Kim Forge Suite 809
Mcfarlandbury, NV 69998",001-536-207-1787x77834,2021-10-13,active,left,7,17.7,2023-06-27,2024-12-10,Credit Card,Delivered,2024-01-04 13:40:50.799124,47.4210945,67.371144,f77e92c7-d97d-42db-9b8d-37289440f9e4,177.190.235.204,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2 rv:4.0; fy-DE) AppleWebKit/535.3.7 (KHTML, like Gecko) Version/4.0.3 Safari/535.3.7"
242,Kimberly Salinas,vking@example.com,"19614 Romero Lodge
Port Tina, CT 12326",470.924.6191,2020-11-17,pending,avoid,7,25.4,2022-03-19,2024-11-25,Bank Transfer,Processing,2024-01-25 00:45:13.945809,-64.5591045,178.008270,fe7d23a5-5cc4-40cc-8480-b690f35b571f,175.205.237.41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/61.0.825.0 Safari/533.2"
243,Michael Benson,colemanjamie@example.org,"07961 Munoz Canyon
Gibsonmouth, WI 91159",+1-209-442-9288,2020-09-16,inactive,treat,5,81.86,2024-01-23,2024-11-23,PayPal,Processing,2024-05-27 21:17:04.210303,74.4168675,-165.919550,8cb40f13-9314-47e2-a551-dd8dc48b429f,221.6.90.227,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:4.0; ru-RU) AppleWebKit/535.49.2 (KHTML, like Gecko) Version/5.1 Safari/535.49.2"
244,Kenneth Campbell,ashley65@example.com,"04585 Travis Lodge Suite 699
East Kyle, NH 89838",+1-372-707-0740,2022-07-31,inactive,around,1,74.0,2024-06-07,2024-11-29,PayPal,Delivered,2024-03-27 04:20:00.487327,-0.5783725,-169.704648,142f2061-67be-4e13-9560-8a9053f6ec65,89.187.39.80,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_8) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/23.0.877.0 Safari/533.0"
245,Anne Mcdonald,jnguyen@example.net,"9589 Juan Skyway Apt. 635
Hawkinschester, NJ 68313",(981)882-8598,2020-01-06,inactive,hotel,1,72.96,2023-01-03,2024-11-25,PayPal,Processing,2024-05-12 08:50:29.521485,-62.393425,-95.679211,21812e7d-ab4d-48b6-9111-1b247be609fe,19.146.225.231,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/19.0.816.0 Safari/531.0"
246,Kathleen Ho,cford@example.net,"PSC 1312, Box 6891
APO AA 48716",6487131864,2023-07-27,pending,attention,5,99.18,2022-04-07,2024-12-11,Bank Transfer,Processing,2024-05-02 04:19:53.070547,56.7710045,43.744624,7df6cc3d-53d0-499a-9848-71b7f14b486c,176.99.124.205,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/14.6n7945.0 Mobile/28Q644 Safari/533.2"
247,Jordan Wolfe,emmavaldez@example.com,"2850 King Meadows
Alvaradoville, UT 94868",753.270.1942,2023-12-15,active,allow,7,63.75,2024-03-15,2024-12-15,Bank Transfer,Processing,2024-02-11 22:42:45.057094,-62.717442,170.633219,62733ec9-eafa-46c4-a085-b64a92a67ee6,91.143.159.255,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/44.0.895.0 Safari/534.0"
248,Karen Reyes MD,perrygordon@example.net,"242 Murray Mountains
Castanedaland, ME 89654",001-715-883-9367x503,2022-08-10,pending,church,6,74.94,2023-09-29,2024-12-16,PayPal,Shipped,2024-11-18 10:43:28.524112,-81.9588565,157.197040,3f53b30d-c1e3-4e16-ac5c-7ddaf1b44e90,135.84.173.233,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.0)
249,Thomas Moreno,cummingskevin@example.net,"5572 Phillips Cape
Lake Michaelland, FL 40048",5726243562,2022-06-13,active,thank,2,33.89,2024-03-15,2024-12-08,Credit Card,Delivered,2024-04-28 00:25:22.475246,-17.187716,71.576380,d46b29a8-5901-4076-926c-82d53fa8f4a4,214.227.254.241,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/48.0.881.0 Safari/533.1"
250,Debra Martinez,sarah47@example.net,"457 Joyce Squares Suite 272
Lake Robert, IL 06280",001-868-757-2238x34691,2023-09-11,pending,community,2,96.94,2024-01-23,2024-11-22,PayPal,Cancelled,2024-01-26 00:20:56.071639,-6.082557,60.226603,ea4a4339-2a61-49ef-96e3-2b7909ea1bbe,5.156.192.95,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/27.0.847.0 Safari/534.0"
251,Nicholas Miller,sararobinson@example.com,"5751 Lewis Flats
Port James, VI 70650",(604)374-8498,2022-11-22,active,card,4,12.99,2023-12-19,2024-12-05,Credit Card,Processing,2024-07-21 01:21:59.455389,-61.5407585,108.712490,d751acdf-d954-434c-b6af-691cc043a695,33.5.54.208,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; en-AU) AppleWebKit/535.46.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.46.6"
252,Martin Baker,hooverwesley@example.com,"3601 Austin Mountains
East Kelseyland, MA 23753",+1-341-518-1216,2023-03-12,inactive,plant,1,25.95,2023-02-05,2024-12-19,Credit Card,Delivered,2024-06-16 15:34:13.978221,37.607163,-170.071895,10489d7a-bbbb-4a7a-bb86-1f92d22b51d6,118.108.214.112,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1 rv:4.0; the-NP) AppleWebKit/531.50.7 (KHTML, like Gecko) Version/4.1 Safari/531.50.7"
253,Michael Curtis,megan05@example.com,"01338 Skinner Forest Apt. 285
Maxview, PW 69553",001-659-694-2341x677,2024-07-27,inactive,nature,5,23.16,2022-03-26,2024-11-26,PayPal,Cancelled,2023-12-28 20:37:56.062115,38.301482,-135.005311,56c62ba7-ac61-4920-88a3-3304b386733f,207.210.213.27,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/59.0.856.0 Safari/532.0"
254,Dale Shaw,megan37@example.net,"36215 Tonya Tunnel Apt. 805
West Russellborough, DE 90795",306-639-9961,2022-02-28,pending,partner,6,39.55,2023-06-29,2024-11-27,PayPal,Shipped,2024-09-08 05:41:56.368254,75.169792,-32.089734,cbb66428-d059-4b6c-b3c4-cf6ab9d51cc5,133.216.141.31,Opera/9.58.(Windows NT 6.2; mi-NZ) Presto/2.9.168 Version/10.00
255,Andrew Pollard,zdavis@example.org,"Unit 6104 Box 3356
DPO AP 97725",571.469.4539,2022-02-13,inactive,something,1,80.43,2023-06-15,2024-12-01,Bank Transfer,Cancelled,2024-06-17 14:16:10.215700,-33.4290845,109.594599,17e4fe36-61e3-4715-bd09-45ae7d33f8ba,14.102.108.161,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/15.3g5612.0 Mobile/67O156 Safari/533.2"
256,Rebecca Armstrong,michealward@example.com,"6574 Connie Port Apt. 073
Spencerfort, AL 14210",+1-348-314-3059,2023-06-21,active,among,6,78.93,2023-09-24,2024-11-23,Bank Transfer,Processing,2024-03-30 19:27:42.923657,48.8767945,147.976807,18f0aa56-0ab8-4a6c-b00f-ad24223f23cb,148.71.108.232,Opera/8.14.(Windows CE; cs-CZ) Presto/2.9.161 Version/12.00
257,Michael Cox,jasoncochran@example.net,"662 Peterson Parks Apt. 610
North Anthony, PR 47080",901-562-4404x20522,2020-05-08,inactive,amount,1,76.14,2024-08-04,2024-12-01,Credit Card,Cancelled,2024-01-14 14:46:34.789890,42.273445,-35.849122,f872731d-45d7-41c5-a164-8eff036f2f98,197.35.225.1,Opera/8.99.(X11; Linux i686; quz-PE) Presto/2.9.175 Version/10.00
258,Kyle Jones,vstewart@example.org,"Unit 9324 Box 9211
DPO AP 77131",(523)666-8601x072,2024-11-13,pending,over,8,17.87,2023-10-31,2024-12-17,Bank Transfer,Processing,2024-08-30 20:17:12.200769,3.9414305,-42.284069,1e512ce5-9be8-41a6-ba84-1aaea85098a2,31.46.100.108,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0)
259,Jennifer Brown,john12@example.net,"847 Deborah Unions
Zunigaberg, SC 78983",(512)868-8695x859,2024-03-28,pending,recently,6,84.07,2024-01-15,2024-11-27,Bank Transfer,Processing,2024-09-19 18:06:59.807755,-54.3917045,-46.104054,33a0eaa2-749e-452d-86fc-20bd04e1c5a4,41.44.227.122,Opera/9.15.(Windows NT 5.1; nds-NL) Presto/2.9.187 Version/12.00
260,Andrew Ellis,jacobmurray@example.org,"7582 Johnson Crest
Caldwellview, IL 15833",(333)831-1106,2022-02-21,inactive,face,4,26.37,2022-05-29,2024-11-23,PayPal,Delivered,2023-12-01 03:01:59.784080,-53.7130785,-129.237456,c3b49ae3-fef1-40c5-923f-f5e8ee4c56e2,104.220.118.166,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8642-10-15 13:08:05.882690 Firefox/3.8
261,Ronald Cook,annageorge@example.org,"5750 Olivia Land
Greeneland, NH 57844",356.762.4281x11977,2020-03-14,inactive,throughout,2,59.15,2023-01-15,2024-11-23,Bank Transfer,Processing,2024-09-10 22:08:00.798918,63.144512,-27.900398,a227a084-3a08-42d8-8bb3-dccce77fa0af,160.222.247.125,Opera/8.30.(Windows NT 6.2; ug-CN) Presto/2.9.170 Version/10.00
262,Kristen Davis,daryl33@example.net,"66670 Bowen Mission Apt. 751
Port Justin, OR 76919",(847)398-9742,2020-09-27,inactive,heart,1,66.09,2023-02-25,2024-11-28,Bank Transfer,Cancelled,2024-06-06 13:49:22.186613,63.8570375,-38.560662,0b8f2cb1-8a1e-44ae-96d1-904b9826ff4d,69.110.115.216,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.0i4257.0 Mobile/78X013 Safari/534.1"
263,Tricia Pearson,ethan11@example.net,"42076 Robin Coves
South Sherri, WA 69859",+1-860-536-5698x337,2021-03-14,pending,item,1,86.47,2024-04-06,2024-12-18,Bank Transfer,Processing,2024-02-26 17:06:53.421772,-63.282707,56.160104,963a25e7-c498-45b7-89e7-51d6c5b3ce4e,71.56.165.172,Mozilla/5.0 (Windows NT 11.0; nan-TW; rv:1.9.2.20) Gecko/2118-04-15 20:21:01.701059 Firefox/3.6.10
264,Timothy Martin,obullock@example.com,"523 Mullen Spurs Apt. 810
Patelbury, FL 24813",+1-223-363-4003x410,2020-07-05,inactive,own,7,96.51,2023-04-20,2024-12-01,PayPal,Processing,2024-06-27 09:49:13.974081,48.901827,-113.308618,ebf28eb8-0cc3-43a9-8dba-3ae699062e97,220.111.71.135,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_1 rv:6.0; hak-TW) AppleWebKit/535.18.2 (KHTML, like Gecko) Version/4.0 Safari/535.18.2"
265,Kathryn Stout,smarsh@example.net,"89321 Green Village
Melissamouth, HI 94104",(714)233-4961,2024-01-08,pending,respond,5,57.02,2022-03-21,2024-12-10,PayPal,Shipped,2024-08-13 06:42:48.160567,29.606052,88.193798,b6fed952-5b1d-456f-8b4b-4b6d1cc47cf2,130.88.228.112,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.1)
266,Shelly Matthews,taylorbarber@example.com,"663 Benson Bypass Apt. 219
Thompsonbury, MO 78224",771-456-6293,2022-01-06,active,evening,8,95.38,2022-07-15,2024-11-30,PayPal,Shipped,2023-12-11 09:39:01.785550,-40.282196,-23.223043,9e16f5f9-8ea8-46f0-bd15-f75b06fbd426,17.5.42.27,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/60.0.844.0 Safari/535.0"
267,Steven Weaver,margaretdaniels@example.com,"4334 Amanda Inlet Apt. 133
Port Tina, ID 90568",+1-472-501-4913x678,2022-03-29,pending,lead,10,33.39,2023-12-18,2024-11-22,Credit Card,Delivered,2024-02-05 00:42:01.306792,64.100298,-148.224723,12198018-f188-4039-b418-d52c4f7c246f,51.43.208.117,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1)
268,Tyler Barton,chodges@example.org,"4218 White Vista Suite 961
Scottside, MP 63238",(494)426-5124,2024-04-14,inactive,provide,1,26.77,2022-12-24,2024-12-17,Credit Card,Processing,2024-05-29 21:11:40.407052,-45.8682965,154.809721,404310d8-0cb9-4eeb-b7df-d8de5705f6d0,222.127.132.61,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/26.0.881.0 Mobile/62O231 Safari/535.1"
269,Ashley Roberts,ronald62@example.net,"7930 Mary Wall
North Stacy, PA 60035",752.541.2006,2020-03-07,active,deep,6,71.12,2023-10-25,2024-12-06,Bank Transfer,Processing,2024-02-20 12:30:26.635712,36.621085,99.341378,23ba30a9-dd8f-454d-9098-3bc69480cd0d,148.255.5.185,"Mozilla/5.0 (Windows 98) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/46.0.860.0 Safari/536.0"
270,Craig Smith,kimberly97@example.net,"14308 Mills Loaf Suite 764
East Lindseyport, AR 11569",8015925202,2019-12-17,inactive,crime,5,22.16,2022-10-29,2024-12-15,Credit Card,Delivered,2024-03-20 23:40:19.366673,55.361698,6.287315,03968419-d370-4467-b2f8-010448354817,17.135.121.25,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9 rv:4.0; ig-NG) AppleWebKit/535.15.4 (KHTML, like Gecko) Version/4.0 Safari/535.15.4"
271,Erin Sanchez,danielfowler@example.org,"2378 Tabitha Key Suite 296
West Joshuaside, GA 03740",001-663-806-1558,2022-01-05,active,keep,1,51.04,2023-02-04,2024-12-15,Credit Card,Cancelled,2024-08-03 23:26:50.684636,-70.033444,92.671620,51d0922d-49ab-4442-b170-16adbd8100bb,189.179.13.77,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; lzh-TW) AppleWebKit/531.45.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.45.5"
272,Joe Trevino,dbrown@example.com,"454 Williams Pike Apt. 823
East Theodoremouth, NJ 95167",+1-824-592-6363x62197,2022-01-20,pending,way,9,43.69,2022-06-08,2024-12-02,PayPal,Cancelled,2024-07-31 14:19:15.774259,32.527102,42.477696,2890326d-281e-4b3d-ad2d-49b74479cbab,188.110.8.211,Opera/8.46.(Windows NT 11.0; iu-CA) Presto/2.9.169 Version/12.00
